ID,Point Code,Stem,Species Code,Schumaker,Schumaker (A)
298,JH 13,5,MAPO,5,0
299,JH 13,6,JUCI,4,0
300,JH 13,7,LOMA6,1,0
301,JH 14,1,LITU,0,0
302,JH 14,2,LITU,3,0
303,JH 14,3,LITU,1,0
304,JH 14,4,LITU,4,0
305,JH 14,5,ULAM,3,0
306,JH 14,6,ULAM,1,0
307,JH 14,7,ACRU,3,0
308,JH 14,8,PRSE2,0,0
309,JH 14,9,PRSE2,2,0
310,JH 14,10,JUCI,1,0
311,JH 14,11,THOR,2,0
312,JH 15,1,ROPS,2,0
313,JH 15,2,PRSE2,0,0
314,JH 15,3,PRSE2,1,0
315,JH 15,4,AIAL,5,0
316,JH 15,5,LITU,1,0
317,JH 15,6,LITU,3,0
318,JH 15,7,ULRU,2,0
319,JH 15,8,SAAL5,0,0
320,JH 15,9,SAAL5,1,0
321,JH 15,10,SAAL5,1,0
322,JH 15,11,SAAL5,1,0
323,JH 15,12,SAAL5,1,0
324,JH 15,13,SAAL5,1,0
207,JH 3,1,ROPS,2,0
208,JH 3,2,ROPS,4,0
209,JH 3,3,ACNE2,4,0
210,JH 3,4,ACNE2,2,0
211,JH 3,5,LOMA6,0,0
212,JH 3,6,LOMA6,0,0
213,JH 3,7,LOMA6,0,0
214,JH 3,8,LOMA6,0,0
215,JH 3,9,LOMA6,0,0
216,JH 3,10,LOMA6,0,0
217,JH 3,11,LOMA6,0,0
218,JH 3,12,LOMA6,0,0
219,JH 3,13,MAPO,1,0
220,JH 3,14,MAPO,2,0
176,JH 4,1,SAAL5,0,0
177,JH 4,2,SAAL5,2,0
178,JH 4,3,PRSE2,5,0
179,JH 4,4,PRSE2,2,0
180,JH 4,5,PRSE2,3,0
181,JH 4,6,PRSE2,1,0
182,JH 4,7,PRSE2,4,0
183,JH 4,8,JUCI,2,0
221,JH 5,1,ACNE2,1,0
222,JH 5,2,ACNE2,0,0
223,JH 5,3,ACRU,1,0
224,JH 5,4,LITU,1,0
225,JH 6,1,MORU2,1,0
226,JH 6,2,MORU2,1,0
227,JH 6,3,MORU2,0,0
228,JH 6,4,MORU2,1,0
229,JH 6,5,MORU2,2,0
230,JH 6,6,MORU2,1,0
231,JH 6,7,MORU2,2,0
232,JH 6,8,ACNE2,4,0
233,JH 6,9,ACNE2,1,0
234,JH 6,10,ACNE2,4,1
235,JH 7,1,SAAL5,0,0
236,JH 7,2,SAAL5,0,0
237,JH 7,3,SAAL5,0,0
238,JH 7,4,SAAL5,2,0
239,JH 7,5,SAAL5,2,0
240,JH 7,6,SAAL5,0,0
241,JH 7,7,SAAL5,0,0
242,JH 7,8,SAAL5,0,0
243,JH 7,9,SAAL5,0,0
244,JH 7,10,SAAL5,0,0
245,JH 7,11,SAAL5,0,0
246,JH 7,12,SAAL5,0,0
247,JH 7,13,SAAL5,1,0
248,JH 7,14,SAAL5,0,0
249,JH 7,15,SAAL5,0,0
250,JH 7,16,SAAL5,0,0
251,JH 7,17,SAAL5,0,0
252,JH 7,18,SAAL5,0,0
253,JH 7,19,Dead,0,0
254,JH 8,1,SAAL5,1,0
255,JH 8,2,SAAL5,1,0
256,JH 8,3,SAAL5,2,0
257,JH 8,4,SAAL5,2,0
258,JH 8,5,SAAL5,0,0
259,JH 8,6,SAAL5,0,0
260,JH 8,7,SAAL5,0,0
261,JH 8,8,SAAL5,1,0
262,JH 8,9,SAAL5,1,0
263,JH 8,10,SAAL5,1,0
264,JH 8,11,ULAM,1,0
265,JH 8,12,JUCI,1,0
266,JH 9,1,ACRU,4,1
267,JH 9,2,AIAL,4,1
268,JH 9,3,ACNE2,4,1
269,JH 9,4,MORU2,0,0
750,JHU 1,1,Dead,3,0
751,JHU 1,2,FAGR,0,0
752,JHU 10,1,ACNE2,0,0
753,JHU 10,2,ULRU,3,0
754,JHU 10,3,LITU,0,0
755,JHU 10,4,JUNI,0,0
756,JHU 11,1,LITU,0,0
757,JHU 11,2,LITU,0,0
758,JHU 11,3,LITU,0,0
759,JHU 11,4,LITU,0,0
760,JHU 11,5,LITU,0,0
761,JHU 11,6,LITU,0,0
762,JHU 11,7,LITU,1,0
763,JHU 11,8,LITU,1,0
764,JHU 11,9,FRPE,0,0
765,JHU 12,1,PRSE2,1,0
766,JHU 12,2,PRSE2,2,0
767,JHU 12,3,PRSE2,3,0
768,JHU 12,4,QURU,0,0
769,JHU 12,5,COKO2,0,0
770,JHU 12,6,LITU,0,0
771,JHU 12,7,FAGR,0,0
772,JHU 13,1,LITU,1,0
773,JHU 13,2,MOAL,0,0
774,JHU 13,3,FAGR,0,0
775,JHU 13,4,Dead,0,0
776,JHU 13,5,QUVE,1,0
777,JHU 14,1,LITU,2,0
778,JHU 14,2,QUAL,2,0
779,JHU 14,3,QUAL,3,0
780,JHU 14,4,FAGR,1,0
781,JHU 16,1,CAGL8,2,0
782,JHU 16,2,FRPE,1,0
783,JHU 16,3,QUAL,1,0
784,JHU 16,4,QUAL,1,0
785,JHU 16,5,QUAL,1,0
786,JHU 16,6,QUAL,2,0
787,JHU 16,7,QUAL,2,0
788,JHU 16,8,QURU,2,0
789,JHU 16,9,QURU,2,0
790,JHU 16,10,QURU,2,0
791,JHU 16,11,QUPA2,1,0
792,JHU 16,12,QUVE,0,0
793,JHU 16,13,PRSE2,1,0
794,JHU 17,1,QUVE,0,0
795,JHU 17,2,QUVE,1,0
796,JHU 17,3,QUAL,0,0
797,JHU 17,4,QUAL,0,0
798,JHU 17,5,QUAL,0,0
799,JHU 17,6,QUAL,0,0
800,JHU 17,7,QUAL,2,0
801,JHU 17,8,QUAL,2,0
802,JHU 17,9,QUAL,2,0
803,JHU 18,1,QUVE,1,0
804,JHU 18,2,QUVE,2,0
805,JHU 18,3,QUVE,3,0
806,JHU 18,4,QUVE,3,0
807,JHU 18,5,QUAL,0,0
808,JHU 18,6,QUAL,1,0
809,JHU 18,7,PRSE2,2,0
810,JHU 19,1,LITU,0,0
811,JHU 19,2,LITU,0,0
812,JHU 19,3,LITU,0,0
813,JHU 19,4,LITU,0,0
814,JHU 19,5,LITU,0,0
815,JHU 19,6,FAGR,0,0
816,JHU 19,7,FAGR,0,0
817,JHU 19,8,FAGR,1,0
818,JHU 19,9,QUAL,0,0
819,JHU 19,10,QUAL,1,0
820,JHU 2,1,Dead,1,0
821,JHU 2,2,LITU,2,0
822,JHU 2,3,PLOC,0,0
823,JHU 2,4,ACPL,1,0
824,JHU 2,5,FAGR,1,0
825,JHU 20,1,LITU,0,0
826,JHU 20,2,LITU,0,0
827,JHU 20,3,LITU,0,0
828,JHU 20,4,LITU,0,0
829,JHU 20,5,LITU,1,0
830,JHU 20,6,LITU,1,0
831,JHU 20,7,LITU,2,0
832,JHU 20,8,LITU,2,0
833,JHU 20,9,QUAL,0,0
834,JHU 20,10,FAGR,0,0
835,JHU 20,11,FAGR,0,0
836,JHU 20,12,FAGR,0,0
837,JHU 21,1,LITU,2,0
838,JHU 21,2,LITU,2,0
839,JHU 21,3,FAGR,0,0
840,JHU 21,4,NYSY,0,0
841,JHU 22,1,PRSE2,0,0
842,JHU 22,2,FAGR,0,0
843,JHU 22,3,FAGR,0,0
844,JHU 22,4,FAGR,1,0
845,JHU 22,5,FAGR,1,0
846,JHU 22,6,LITU,0,0
847,JHU 22,7,LITU,0,0
848,JHU 22,8,LITU,1,0
849,JHU 22,9,FRPE,3,0
850,JHU 22,10,PRAV,0,0
851,JHU 23,1,QUAL,0,0
852,JHU 23,2,QUAL,0,0
853,JHU 23,3,QUAL,0,0
854,JHU 23,4,QUAL,1,0
855,JHU 23,5,QURU,0,0
856,JHU 23,6,QURU,0,0
857,JHU 23,7,QURU,0,0
858,JHU 23,8,QURU,0,0
859,JHU 23,9,QURU,1,0
860,JHU 24,1,ACNE2,1,0
861,JHU 24,2,LITU,0,0
862,JHU 24,3,LITU,0,0
863,JHU 24,4,LITU,0,0
864,JHU 24,5,LITU,0,0
865,JHU 24,6,LITU,0,0
866,JHU 24,7,LITU,1,0
867,JHU 24,8,PRSE2,1,0
868,JHU 24,9,FAGR,0,0
869,JHU 24,10,JUNI,5,0
870,JHU 24,11,JUNI,5,0
871,JHU 25,1,QURU,0,0
872,JHU 25,2,QURU,0,0
873,JHU 25,3,FAGR,0,0
874,JHU 25,4,FAGR,0,0
875,JHU 25,5,FAGR,0,0
876,JHU 25,6,FAGR,0,0
877,JHU 25,7,FAGR,0,0
878,JHU 25,8,FAGR,0,0
879,JHU 25,9,FAGR,0,0
880,JHU 25,10,PRSE2,0,0
881,JHU 25,11,LITU,0,0
882,JHU 25,12,LITU,0,0
883,JHU 25,13,QUFA,0,0
884,JHU 25,14,QUFA,0,0
885,JHU 26,1,QUFA,0,0
886,JHU 26,2,QUFA,1,0
887,JHU 26,3,QUFA,1,0
888,JHU 26,4,QUAL,0,0
889,JHU 26,5,QUAL,0,0
890,JHU 26,6,QUAL,1,0
891,JHU 26,7,FAGR,0,0
892,JHU 27,1,LITU,0,0
893,JHU 27,2,LITU,0,0
894,JHU 27,3,QUFA,0,0
895,JHU 27,4,QUFA,0,0
896,JHU 27,5,QUFA,0,0
897,JHU 27,6,FAGR,0,0
898,JHU 27,7,FAGR,0,0
899,JHU 27,8,FAGR,0,0
900,JHU 27,9,FAGR,0,0
901,JHU 27,10,FAGR,0,0
902,JHU 27,11,QUAL,0,0
903,JHU 27,12,QUAL,0,0
904,JHU 27,13,Dead,0,0
905,JHU 28,1,QUAL,0,0
906,JHU 28,2,QUAL,0,0
907,JHU 28,3,QUAL,0,0
908,JHU 28,4,FAGR,0,0
909,JHU 28,5,FAGR,0,0
910,JHU 28,6,FAGR,1,0
911,JHU 28,7,FAGR,1,0
912,JHU 28,8,FAGR,1,0
913,JHU 28,9,NYSY,1,0
914,JHU 28,10,NYSY,1,0
915,JHU 28,11,LITU,2,0
916,JHU 28,12,LITU,2,0
917,JHU 29,1,QURU,0,0
918,JHU 29,2,LITU,0,0
919,JHU 29,3,LITU,0,0
920,JHU 29,4,LITU,0,0
921,JHU 29,5,LITU,0,0
922,JHU 29,6,LITU,1,0
923,JHU 29,7,LITU,1,0
924,JHU 29,8,FAGR,0,0
925,JHU 29,9,FAGR,0,0
926,JHU 29,10,FAGR,0,0
927,JHU 29,11,FAGR,0,0
928,JHU 29,12,FAGR,0,0
929,JHU 29,13,FAGR,0,0
930,JHU 29,14,FAGR,0,0
931,JHU 29,15,QUVE,1,0
932,JHU 3,1,LITU,0,0
933,JHU 3,2,LITU,1,0
934,JHU 3,3,ACPL,0,0
935,JHU 3,4,ACPL,0,0
936,JHU 3,5,ACPL,1,0
937,JHU 3,6,PLOC,1,0
938,JHU 3,7,PLOC,1,0
939,JHU 3,8,ROPS,0,0
940,JHU 3,9,ROPS,3,0
941,JHU 3,10,FRPE,0,0
942,JHU 3,11,Dead,2,0
943,JHU 30,1,FAGR,0,0
944,JHU 30,2,FAGR,0,0
945,JHU 30,3,FAGR,0,0
946,JHU 30,4,FAGR,0,0
947,JHU 30,5,FAGR,1,0
948,JHU 30,6,FAGR,1,0
949,JHU 30,7,FAGR,1,0
950,JHU 30,8,FAGR,1,0
951,JHU 30,9,FAGR,1,0
952,JHU 30,10,FAGR,1,0
953,JHU 30,11,LITU,0,0
954,JHU 30,12,LITU,0,0
955,JHU 30,13,QUVE,0,0
956,JHU 31,1,LITU,0,0
957,JHU 31,2,LITU,0,0
958,JHU 31,3,FAGR,0,0
959,JHU 31,4,FAGR,0,0
960,JHU 31,5,BRPA4,0,0
961,JHU 31,6,BRPA4,0,0
962,JHU 31,7,MOAL,0,0
963,JHU 31,8,ACSA2,0,0
964,JHU 31,9,QURU,0,0
965,JHU 31,10,QUAL,0,0
966,JHU 32,1,FAGR,0,0
967,JHU 32,2,FAGR,0,0
968,JHU 32,3,FAGR,0,0
969,JHU 32,4,FAGR,0,0
970,JHU 32,5,FAGR,0,0
971,JHU 32,6,FAGR,0,0
972,JHU 32,7,FAGR,0,0
973,JHU 32,8,FAGR,0,0
974,JHU 32,9,FAGR,0,0
975,JHU 32,10,FAGR,0,0
976,JHU 32,11,FAGR,1,0
977,JHU 32,12,LITU,0,0
978,JHU 32,13,LITU,1,0
979,JHU 32,14,QUAL,0,0
980,JHU 33,1,FRPE,0,0
981,JHU 33,2,QUAL,0,0
982,JHU 33,3,QUAL,0,0
983,JHU 33,4,QURU,0,0
984,JHU 33,5,QURU,0,0
985,JHU 33,6,LITU,0,0
986,JHU 33,7,LITU,0,0
987,JHU 33,8,LITU,0,0
988,JHU 33,9,LITU,1,0
989,JHU 33,10,LITU,1,0
990,JHU 33,11,FAGR,0,0
991,JHU 33,12,PRSE2,0,0
992,JHU 35,1,QURU,1,0
993,JHU 35,2,QUVE,0,0
994,JHU 35,3,QUVE,1,0
995,JHU 35,4,QUAL,0,0
996,JHU 35,5,QUAL,0,0
997,JHU 35,6,QUAL,0,0
998,JHU 35,7,QUAL,0,0
999,JHU 35,8,QUAL,0,0
1000,JHU 35,9,QUAL,1,0
1001,JHU 35,10,QUAL,2,0
1002,JHU 35,11,LITU,0,0
1003,JHU 35,12,LITU,0,0
1004,JHU 35,13,FAGR,0,0
1005,JHU 35,14,PRSE2,0,0
1006,JHU 36,1,FAGR,0,0
1007,JHU 36,2,QURU,0,0
1008,JHU 36,3,LITU,0,0
1009,JHU 36,4,LITU,0,0
1010,JHU 36,5,LITU,1,0
1011,JHU 36,6,LITU,1,0
1012,JHU 36,7,QUAL,0,0
1013,JHU 38,1,FAGR,0,0
1014,JHU 38,2,FAGR,0,0
1015,JHU 38,3,FAGR,0,0
1016,JHU 38,4,FAGR,2,0
1017,JHU 38,5,PRSE2,0,0
1018,JHU 38,6,MOAL,1,0
1019,JHU 38,7,LITU,1,0
1020,JHU 38,8,LITU,1,0
1021,JHU 38,9,FRPE,1,0
1022,JHU 38,10,QUAL,1,0
1023,JHU 38,11,PIST,3,0
1024,JHU 38,12,PIST,3,0
1025,JHU 39,1,BRPA4,3,0
1026,JHU 39,2,BRPA4,4,0
1027,JHU 39,3,ROPS,3,0
1028,JHU 4,1,FRPE,0,0
1029,JHU 4,2,FRPE,1,0
1030,JHU 4,3,FRPE,4,0
1031,JHU 4,4,PRSE2,1,0
1032,JHU 4,5,PRSE2,3,0
1033,JHU 4,6,PRSE2,4,0
1034,JHU 4,7,LITU,0,0
1035,JHU 4,8,AIAL,0,0
1036,JHU 40,1,LITU,0,0
1037,JHU 40,2,ROPS,2,0
1038,JHU 41,1,BRPA4,1,0
1039,JHU 41,2,PRAV,1,0
1040,JHU 41,3,QURU,2,0
1041,JHU 41,4,FAGR,0,0
1042,JHU 41,5,ROPS,0,0
1043,JHU 41,6,ROPS,0,0
1044,JHU 41,7,ROPS,2,0
1045,JHU 41,8,ROPS,3,0
1046,JHU 42,1,FAGR,0,0
1047,JHU 42,2,FAGR,0,0
1048,JHU 42,3,FAGR,0,0
1049,JHU 42,4,FAGR,0,0
1050,JHU 42,5,FAGR,0,0
1051,JHU 42,6,FAGR,0,0
1052,JHU 42,7,FAGR,0,0
1053,JHU 42,8,QURU,0,0
1054,JHU 42,9,QURU,0,0
1055,JHU 42,10,QUCO2,0,0
1056,JHU 42,11,LITU,0,0
1057,JHU 42,12,Dead,0,0
1058,JHU 42,13,QUVE,0,0
1059,JHU 43,1,FAGR,0,0
1060,JHU 43,2,FAGR,2,0
1061,JHU 43,3,QUAL,0,0
1062,JHU 43,4,QUAL,1,0
1063,JHU 44,1,LITU,0,0
1064,JHU 44,2,LITU,0,0
1065,JHU 44,3,LITU,0,0
1066,JHU 44,4,LITU,0,0
1067,JHU 44,5,LITU,0,0
1068,JHU 44,6,LITU,0,0
1069,JHU 44,7,LITU,1,0
1070,JHU 44,8,LITU,2,0
1071,JHU 44,9,PRSE2,0,0
1072,JHU 44,10,PRSE2,1,0
1073,JHU 44,11,PRSE2,2,0
1074,JHU 44,12,FRPE,1,0
1075,JHU 44,13,ACPL,1,0
1076,JHU 45,1,PRAV,0,0
1077,JHU 45,2,PRAV,4,0
1078,JHU 45,3,Dead,3,0
1079,JHU 45,4,FRPE,0,0
1080,JHU 45,5,FAGR,0,0
1081,JHU 45,6,LIST2,0,0
1082,JHU 45,7,QURU,1,0
1083,JHU 45,8,LITU,1,0
1084,JHU 45,9,LITU,1,0
1085,JHU 45,10,QUAL,0,0
1086,JHU 46,1,AIAL,0,0
1087,JHU 46,2,BRPA4,0,0
1088,JHU 46,3,BRPA4,0,0
1089,JHU 46,4,BRPA4,0,0
1090,JHU 46,5,FRAM2,0,0
1091,JHU 46,6,TIAM,0,0
1092,JHU 46,7,ACPL,0,0
1093,JHU 46,8,ACSA2,0,0
1094,JHU 46,9,LITU,1,0
1095,JHU 46,10,LITU,1,0
1096,JHU 47,1,QUCO2,0,0
1097,JHU 47,2,LITU,0,0
1098,JHU 47,3,LITU,2,0
1099,JHU 47,4,LITU,2,0
1100,JHU 47,5,QURU,0,0
1101,JHU 47,6,QURU,0,0
1102,JHU 47,7,QURU,1,0
1103,JHU 47,8,QURU,1,0
1104,JHU 47,9,QURU,1,0
1105,JHU 47,10,ROPS,0,0
1106,JHU 47,11,NYSY,2,0
1107,JHU 47,12,FAGR,1,0
1108,JHU 48,1,LITU,1,0
1109,JHU 48,2,QURU,0,0
1110,JHU 48,3,FAGR,0,0
1111,JHU 48,4,FAGR,0,0
1112,JHU 48,5,FAGR,0,0
1113,JHU 48,6,FAGR,0,0
1114,JHU 48,7,FAGR,0,0
1115,JHU 48,8,FAGR,3,0
1116,JHU 48,9,CACA18,2,0
1117,JHU 48,10,CACA18,3,0
1118,JHU 48,11,ULRU,0,0
1119,JHU 48,12,FRAXI,0,0
1120,JHU 49,1,ULRU,5,0
1121,JHU 49,2,QURU,1,0
1122,JHU 49,3,QURU,4,0
1123,JHU 49,4,QUAL,3,0
1124,JHU 49,5,FAGR,0,0
1125,JHU 49,6,FAGR,1,0
1126,JHU 49,7,QUVE,0,0
1127,JHU 5,1,LITU,0,0
1128,JHU 5,2,LITU,0,0
1129,JHU 5,3,LITU,1,0
1130,JHU 5,4,LITU,1,0
1131,JHU 5,5,LITU,1,0
1132,JHU 5,6,LITU,2,0
1133,JHU 5,7,FRPE,1,0
1134,JHU 5,8,FRPE,1,0
1135,JHU 5,9,PRSE2,1,0
1136,JHU 50,1,BRPA4,1,0
1137,JHU 50,2,ACSA2,4,0
1138,JHU 50,3,ACNE2,0,0
1139,JHU 51,1,HAVI4,0,0
1140,JHU 51,2,COFL2,0,0
1141,JHU 51,3,QUAL,0,0
1142,JHU 51,4,QUAL,0,0
1143,JHU 51,5,QUAL,0,0
1144,JHU 51,6,QUAL,0,0
1145,JHU 51,7,FAGR,0,0
1146,JHU 51,8,FAGR,0,0
1147,JHU 51,9,FAGR,0,0
1148,JHU 51,10,FAGR,0,0
1149,JHU 51,11,LITU,0,0
1150,JHU 51,12,LITU,0,0
1151,JHU 51,13,QUVE,0,0
1152,JHU 51,14,QURU,0,0
1153,JHU 52,1,FAGR,0,0
1154,JHU 52,2,FAGR,1,0
1155,JHU 52,3,QUAL,0,0
1156,JHU 52,4,QUAL,1,0
1157,JHU 52,5,QUAL,1,0
1158,JHU 52,6,QUAL,1,0
1159,JHU 52,7,LITU,0,0
1160,JHU 52,8,LITU,0,0
1161,JHU 52,9,LITU,0,0
1162,JHU 52,10,LITU,0,0
1163,JHU 52,11,LITU,0,0
1164,JHU 52,12,PRSE2,1,0
1165,JHU 52,13,QURU,1,0
1166,JHU 53,1,FAGR,0,0
1167,JHU 53,2,FAGR,0,0
1168,JHU 53,3,FAGR,0,0
1169,JHU 53,4,LITU,0,0
1170,JHU 53,5,LITU,0,0
1171,JHU 53,6,LITU,1,0
1172,JHU 53,7,LITU,1,0
1173,JHU 53,8,LITU,1,0
1174,JHU 53,9,LITU,1,0
1175,JHU 53,10,QURU,2,0
1176,JHU 54,1,FAGR,0,0
1177,JHU 54,2,FAGR,1,0
1178,JHU 54,3,MOAL,2,0
1179,JHU 54,4,MOAL,3,0
1180,JHU 54,5,LITU,0,0
1181,JHU 54,6,LITU,1,0
1182,JHU 54,7,LITU,1,0
1183,JHU 54,8,LITU,1,0
1184,JHU 54,9,LITU,2,0
1185,JHU 54,10,PLATA,2,0
1186,JHU 55,1,FRAM2,1,0
1187,JHU 55,2,FRAM2,1,0
1188,JHU 55,3,FRAM2,3,0
1189,JHU 55,4,FRAM2,4,0
1190,JHU 55,5,AESCU,1,0
1191,JHU 55,6,ULRU,1,0
1192,JHU 55,7,LITU,1,0
1193,JHU 55,8,LITU,1,0
1194,JHU 55,9,LITU,2,0
1195,JHU 55,10,LITU,2,0
1196,JHU 55,11,QUAL,1,0
1197,JHU 55,12,QUAL,2,0
1198,JHU 55,13,FAGR,1,0
1199,JHU 55,14,FAGR,1,0
1200,JHU 56,1,FAGR,0,0
1201,JHU 56,2,QUVE,0,0
1202,JHU 56,3,QUAL,1,0
1203,JHU 56,4,LITU,1,0
1204,JHU 56,5,LITU,1,0
1205,JHU 56,6,LITU,1,0
1206,JHU 56,7,LITU,2,0
1207,JHU 56,8,LITU,4,0
1208,JHU 56,9,QURU,0,0
1209,JHU 57,1,QURU,0,0
1210,JHU 57,2,QURU,1,0
1211,JHU 57,3,QURU,1,0
1212,JHU 57,4,FAGR,0,0
1213,JHU 57,5,FAGR,0,0
1214,JHU 57,6,QUAL,0,0
1215,JHU 57,7,QUAL,1,0
1216,JHU 57,8,LITU,0,0
1217,JHU 58,1,FAGR,0,0
1218,JHU 58,2,FAGR,0,0
1219,JHU 58,3,FAGR,0,0
1220,JHU 58,4,FAGR,0,0
1221,JHU 58,5,QUAL,0,0
1222,JHU 58,6,QUAL,0,0
1223,JHU 58,7,QUAL,0,0
1224,JHU 58,8,QUAL,0,0
1225,JHU 58,9,QUAL,0,0
1226,JHU 58,10,QUVE,0,0
1227,JHU 58,11,QUVE,0,0
1228,JHU 58,12,QUVE,0,0
1229,JHU 58,13,CACA18,0,0
1230,JHU 58,14,ROPS,0,0
1231,JHU 58,15,LITU,0,0
1232,JHU 59,1,FAGR,0,0
1233,JHU 59,2,FAGR,0,0
1234,JHU 59,3,FAGR,0,0
1235,JHU 59,4,FAGR,0,0
1236,JHU 59,5,LITU,0,0
1237,JHU 59,6,LITU,0,0
1238,JHU 59,7,PLATA,0,0
1239,JHU 59,8,QUAL,0,0
1240,JHU 59,9,QUAL,1,0
1241,JHU 59,10,QUVE,0,0
1242,JHU 59,11,QUVE,0,0
1243,JHU 59,12,QUVE,0,0
1244,JHU 59,13,QUVE,0,0
1245,JHU 6,1,LITU,0,0
1246,JHU 6,2,LITU,1,0
1247,JHU 6,3,LITU,1,0
1248,JHU 6,4,LITU,1,0
1249,JHU 6,5,LITU,1,0
1250,JHU 6,6,LITU,1,0
1251,JHU 6,7,LITU,1,0
1252,JHU 6,8,LITU,1,0
1253,JHU 6,9,LITU,1,0
1254,JHU 6,10,LITU,2,0
1255,JHU 6,11,LITU,3,0
1256,JHU 6,12,FAGR,0,0
1257,JHU 6,13,FAGR,0,0
1258,JHU 6,14,FAGR,0,0
1259,JHU 6,15,FAGR,0,0
1260,JHU 6,16,FAGR,1,0
1261,JHU 6,17,PRSE2,1,0
1262,JHU 6,18,PRSE2,1,0
1263,JHU 60,1,QUAl,0,0
1264,JHU 60,2,QUAl,0,0
1265,JHU 60,3,QURU,0,0
1266,JHU 60,4,QURU,0,0
1267,JHU 60,5,QURU,0,0
1268,JHU 60,6,QURU,2,0
1269,JHU 60,7,ROPS,0,0
1270,JHU 60,8,NYSY,0,0
1271,JHU 60,9,FAGR,0,0
1272,JHU 61,1,Dead,0,0
1273,JHU 61,2,FAGR,0,0
1274,JHU 61,3,FAGR,0,0
1275,JHU 61,4,FAGR,0,0
1276,JHU 61,5,FAGR,0,0
1277,JHU 61,6,FAGR,0,0
1278,JHU 61,7,FAGR,0,0
1279,JHU 61,8,QURU,0,0
1280,JHU 61,9,QUVE,0,0
1281,JHU 61,10,ACPL,0,0
1282,JHU 61,11,ULAM,0,0
1283,JHU 61,12,FRPE,0,0
1284,JHU 62,1,ROPS,0,0
1285,JHU 62,2,ROPS,0,0
1286,JHU 62,3,FAGR,0,0
1287,JHU 62,4,QUVE,0,0
1288,JHU 62,5,QUVE,1,0
1289,JHU 62,6,QUAL,0,0
1290,JHU 62,7,QUAL,0,0
1291,JHU 62,8,QUAL,1,0
1292,JHU 62,9,QUAL,1,0
1293,JHU 62,10,QUAL,3,0
1294,JHU 62,11,QURU,0,0
1295,JHU 62,12,TIAM,0,0
1296,JHU 62,13,ULRU,0,0
1297,JHU 62,14,ULRU,2,0
1298,JHU 62,15,ULRU,2,0
1299,JHU 62,16,AIAL,0,0
1300,JHU 62,17,AIAL,1,0
1301,JHU 62,18,AIAL,2,0
1302,JHU 62,19,AIAL,2,0
1303,JHU 62,20,AIAL,2,0
1304,JHU 62,21,LITU,1,0
1305,JHU 62,22,Dead,1,0
1306,JHU 62,23,PRSE2,1,0
1307,JHU 63,1,AIAL,0,0
1308,JHU 63,2,AIAL,0,0
1309,JHU 63,3,AIAL,2,0
1310,JHU 63,4,LITU,1,0
1311,JHU 63,5,ACPL,0,0
1312,JHU 63,6,ACPL,0,0
1313,JHU 63,7,ACPL,2,0
1314,JHU 63,8,ACPL,3,0
1315,JHU 63,9,TIAM,0,0
1316,JHU 63,10,COFL2,0,0
1317,JHU 63,11,PLATA,3,0
1318,JHU 63,12,ACRU,0,0
1319,JHU 63,13,QURU,2,0
1320,JHU 63,14,MOAL,2,0
1321,JHU 64,1,ROPS,0,0
1322,JHU 64,2,ROPS,1,0
1323,JHU 64,3,BRPA4,1,0
1324,JHU 64,4,MOAL,2,0
1325,JHU 64,5,MOAL,3,0
1326,JHU 7,1,ULRU,0,0
1327,JHU 7,2,ULRU,0,0
1328,JHU 7,3,ULRU,4,0
1329,JHU 7,4,LITU,2,0
1330,JHU 7,5,LITU,3,0
1331,JHU 7,6,PRSE2,0,0
1332,JHU 7,7,ACNE2,4,0
1333,JHU 8,1,LITU,0,0
1334,JHU 8,2,LITU,1,0
1335,JHU 8,3,LITU,1,0
1336,JHU 8,4,LITU,3,0
1337,JHU 8,5,LITU,4,0
1338,JHU 8,6,ACNE2,1,0
1339,JHU 8,7,ACNE2,1,0
1340,JHU 8,8,ACNE2,3,0
1341,JHU 8,9,PATO2,0,0
1342,JHU 8,10,FAGR,0,0
1343,JHU 9,1,FAGR,0,0
1344,JHU 9,2,FAGR,0,0
1345,JHU 9,3,FAGR,1,0
1346,JHU 9,4,PLOC,0,0
1347,JHU 9,5,TIAM,0,0
1348,JHU 9,6,LITU,2,0
1349,JHU 9,7,LITU,4,0
1350,JHU 9,8,LITU,4,0
1351,JHU 9,9,QUAL,3,0
3385,LOYOLA 10,1,LITU,0,0
3386,LOYOLA 10,2,LITU,0,0
3387,LOYOLA 10,3,LITU,0,0
3388,LOYOLA 10,4,LITU,2,0
3389,LOYOLA 10,5,LITU,3,0
3390,LOYOLA 10,6,LITU,3,0
3391,LOYOLA 10,7,LITU,3,0
3392,LOYOLA 10,8,AESCU,0,0
3393,LOYOLA 10,9,AESCU,0,0
3394,LOYOLA 10,10,AESCU,0,0
3395,LOYOLA 10,11,AESCU,0,0
3396,LOYOLA 10,12,AESCU,2,0
3397,LOYOLA 10,13,AESCU,2,0
3398,LOYOLA 10,14,AESCU,3,0
3399,LOYOLA 10,15,AESCU,5,0
3400,LOYOLA 12,1,LIBE3,0,0
3401,LOYOLA 12,2,LITU,0,0
3402,LOYOLA 12,3,LITU,0,0
3403,LOYOLA 12,4,LITU,0,0
3404,LOYOLA 12,5,LITU,0,0
3405,LOYOLA 12,6,LITU,2,0
3406,LOYOLA 12,7,LITU,2,0
