ID,Point Code,Stem,Species Code,Schumaker,Schumaker (A)
4902,SINAI 28,3,QURU,0,0
4903,SINAI 28,4,QURU,0,0
4904,SINAI 28,5,QURU,0,0
4905,SINAI 28,6,QURU,2,0
4906,SINAI 28,7,ULRU,0,0
4907,SINAI 28,8,LITU,0,0
4908,SINAI 28,9,LITU,0,0
4909,SINAI 28,10,LITU,0,0
4910,SINAI 28,11,LITU,0,0
4911,SINAI 28,12,ACRU,0,0
4912,SINAI 28,13,Dead,5,0
4913,SINAI 28,14,SASSA,0,0
4914,SINAI 29,1,QUPA2,4,0
4915,SINAI 29,2,QURU,0,0
4916,SINAI 29,3,QURU,2,0
4917,SINAI 29,4,Dead,5,0
4918,SINAI 29,5,PODE3,4,0
4919,SINAI 29,6,QUVE,4,0
4920,SINAI 3,1,RHTY,0,0
4921,SINAI 3,2,SASSA,0,0
4922,SINAI 3,3,SASSA,1,0
4923,SINAI 3,4,SASSA,1,0
4924,SINAI 3,5,SASSA,5,0
4925,SINAI 3,6,FRAXI,0,0
4926,SINAI 3,7,ROPS,3,0
4927,SINAI 3,8,ROPS,3,0
4928,SINAI 3,9,ACSA2,3,0
4929,SINAI 3,10,MORUS,4,0
4930,SINAI 30,1,Dead,3,0
4931,SINAI 30,2,Dead,5,0
4932,SINAI 30,3,Dead,5,0
4933,SINAI 30,4,Dead,5,0
4934,SINAI 30,5,QUVE,0,0
4935,SINAI 30,6,QUVE,4,0
4936,SINAI 30,7,QUCO2,3,0
4937,SINAI 30,8,NYSY,0,0
4938,SINAI 30,9,FRPE,4,0
4939,SINAI 30,10,QUAL,3,0
4940,SINAI 30,11,PRAV,5,0
4941,SINAI 30,12,QURU,0,0
4942,SINAI 31,1,FRPE,5,0
4943,SINAI 31,2,QUAL,2,0
4944,SINAI 31,3,ROPS,2,0
4945,SINAI 31,4,ROPS,5,0
4946,SINAI 32,1,FRPE,0,0
4947,SINAI 32,2,FRPE,0,0
4948,SINAI 32,3,FRPE,0,0
4949,SINAI 32,4,FRPE,0,0
4950,SINAI 32,5,FRPE,2,0
4951,SINAI 32,6,FRPE,3,0
4952,SINAI 32,7,FRPE,3,0
4953,SINAI 32,8,QURU,0,0
4954,SINAI 32,9,QURU,0,0
4955,SINAI 32,10,PRAV,5,0
4956,SINAI 32,11,COFL2,0,0
4957,SINAI 32,12,COFL2,0,0
4958,SINAI 32,13,QUAL,0,0
4959,SINAI 32,14,QUAL,3,0
4960,SINAI 32,15,PRSE2,3,0
4961,SINAI 33,1,ROPS,1,0
4962,SINAI 33,2,ROPS,1,0
4963,SINAI 33,3,ROPS,3,0
4964,SINAI 34,1,FRPE,0,0
4965,SINAI 34,2,FRPE,4,0
4966,SINAI 34,3,Dead,5,0
4967,SINAI 34,4,Dead,5,0
4968,SINAI 34,5,ROPS,3,0
4969,SINAI 34,6,AIAL,0,0
4970,SINAI 34,7,MOAL,3,0
4971,SINAI 34,8,MOAL,5,0
4972,SINAI 34,9,PODE3,0,0
4973,SINAI 34,10,ACRU,0,0
4974,SINAI 34,11,PLATA,2,0
4975,SINAI 4,1,Dead,0,0
4976,SINAI 4,2,Dead,0,0
4977,SINAI 4,3,ACRU,0,0
4978,SINAI 4,4,ACRU,0,0
4979,SINAI 4,5,ACRU,0,0
4980,SINAI 4,6,QUPA2,0,0
4981,SINAI 4,7,QUPA2,0,0
4982,SINAI 4,8,QUVE,0,0
4983,SINAI 4,9,FRPE,0,0
4984,SINAI 4,10,FRPE,0,0
4985,SINAI 4,11,FRPE,0,0
4986,SINAI 4,12,FRPE,0,0
4987,SINAI 4,13,FRPE,0,0
4988,SINAI 4,14,FRPE,0,0
4989,SINAI 4,15,PIVI2,0,0
4990,SINAI 4,16,PIVI2,0,0
4991,SINAI 4,17,PRSE2,0,0
4992,SINAI 4,18,LITU,0,0
4993,SINAI 5,1,QUPA2,0,0
4994,SINAI 5,2,FRPE,0,0
4995,SINAI 5,3,FRPE,0,0
4996,SINAI 5,4,QUCO2,0,0
4997,SINAI 5,5,PRSE2,0,0
4998,SINAI 5,6,CAOV2,0,0
4999,SINAI 5,7,QUVE,0,0
5000,SINAI 6,1,PIVI2,0,0
5001,SINAI 6,2,ACRU,0,0
5002,SINAI 6,3,ACRU,0,0
5003,SINAI 6,4,ACRU,0,0
5004,SINAI 6,5,ACRU,0,0
5005,SINAI 6,6,ACRU,0,0
5006,SINAI 6,7,ACRU,0,0
5007,SINAI 6,8,ACRU,3,0
5008,SINAI 6,9,LITU,0,0
5009,SINAI 6,10,LITU,0,0
5010,SINAI 6,11,AIAL,0,0
5011,SINAI 6,12,AIAL,0,0
5012,SINAI 6,13,FRPE,0,0
5013,SINAI 6,14,QUAL,0,0
5014,SINAI 6,15,QUAL,0,0
5015,SINAI 6,16,QURU,0,0
5016,SINAI 6,17,QURU,0,0
5017,SINAI 6,18,QURU,0,0
5018,SINAI 7,1,QUAL,0,0
5019,SINAI 7,2,QUAL,0,0
5020,SINAI 7,3,QUAL,0,0
5021,SINAI 7,4,QUAL,0,0
5022,SINAI 7,5,QUAL,0,0
5023,SINAI 7,6,FAGR,0,0
5024,SINAI 7,7,FAGR,0,0
5025,SINAI 7,8,FAGR,0,0
5026,SINAI 7,9,FAGR,0,0
5027,SINAI 7,10,QUCO2,0,0
5028,SINAI 7,11,QUCO2,0,0
5029,SINAI 7,12,QUCO2,0,0
5030,SINAI 7,13,Dead,0,0
5031,SINAI 7,14,LITU,0,0
5032,SINAI 7,15,QURU,0,0
5033,SINAI 8,1,ULRU,2,0
5034,SINAI 8,2,QURU,0,0
5035,SINAI 8,3,QURU,0,0
5036,SINAI 8,4,QURU,2,0
5037,SINAI 8,5,AIAL,2,0
5038,SINAI 8,6,AIAL,2,0
5039,SINAI 8,7,AIAL,2,0
5040,SINAI 8,8,AIAL,3,0
5041,SINAI 8,9,PRSE2,3,0
5042,SINAI 8,10,QUAL,0,0
5043,SINAI 8,11,QUAL,0,0
5044,SINAI 8,12,QUAL,0,0
5045,SINAI 8,13,QUAL,0,0
5046,SINAI 8,14,QUCO2,0,0
5047,SINAI 9,1,QUPR2,0,0
5048,SINAI 9,2,FAGR,0,0
5049,SINAI 9,3,QUVE,0,0
5050,SINAI 9,4,QUVE,0,0
5051,SINAI 9,5,QUVE,0,0
5052,SINAI 9,6,CAGL8,0,0
5053,SINAI 9,7,QURU,0,0
5054,SINAI 9,8,QURU,0,0
5055,SINAI 9,9,QURU,0,0
5056,SINAI 9,10,LITU,0,0
5057,SINAI 9,11,LITU,0,0
5058,SINAI 9,12,LITU,0,0
5059,SINAI 9,13,QUCO2,0,0
5060,SINAI 9,14,Dead,0,0
5061,SINAI 9,15,QUAL,0,0
5062,SINAI 9,16,QUAL,0,0
1393,SW 10,1,QUFA,1,0
1394,SW 10,2,QUFA,1,0
1395,SW 10,3,QUAL,3,0
1396,SW 10,4,QUAL,3,0
1397,SW 10,5,QUAL,0,0
1398,SW 10,6,QUAL,0,0
1399,SW 10,7,QUAL,0,0
1400,SW 10,8,QUAL,0,0
1401,SW 10,9,QUAL,0,0
1402,SW 10,10,QUAL,1,0
1403,SW 10,11,NYSY,0,0
1404,SW 10,12,NYSY,0,0
1405,SW 10,13,NYSY,0,0
1406,SW 11,1,MORU2,1,0
1407,SW 11,2,MORU2,4,0
1408,SW 12,1,ACSA2,3,0
1409,SW 12,2,FAGR,0,0
1410,SW 12,3,ROPS,4,0
1411,SW 12,4,ACRU,0,0
1412,SW 12,5,ACNE2,4,1
1413,SW 12,6,ACPL,3,1
1414,SW 12,7,QUPH,1,0
1415,SW 13,1,ACNE2,3,1
1416,SW 13,2,ACNE2,4,1
1417,SW 13,3,ACNE2,3,0
1418,SW 13,4,ACNE2,2,0
1419,SW 13,5,ACNE2,3,1
1420,SW 13,6,ACNE2,5,0
1421,SW 13,7,ACNE2,5,0
1422,SW 13,8,ACNE2,4,0
1423,SW 13,9,FRAM2,4,0
1424,SW 13,10,ACSA2,1,0
1425,SW 13,11,Dead,5,0
1426,SW 13,12,JUNI,4,0
1352,SW 4,1,ACNE2,3,0
1353,SW 4,2,ACNE2,2,0
1354,SW 4,3,ACNE2,2,0
1355,SW 4,4,GLTR,3,0
1356,SW 4,5,GLTR,2,0
1357,SW 4,6,AIAL,4,0
1358,SW 4,7,Dead,5,0
1359,SW 4,8,ROPS,5,0
1360,SW 4,9,ROPS,4,0
1361,SW 5,1,JUNI,2,0
1362,SW 5,2,ACRU,1,0
1363,SW 5,3,Dead,2,0
1364,SW 5,4,LITU,1,0
1365,SW 5,5,QUPH,2,0
1366,SW 6,1,QUFA,1,0
1367,SW 6,2,QUFA,3,0
1368,SW 6,3,QUFA,4,1
1369,SW 6,4,QUFA,4,0
1370,SW 6,5,QUFA,4,0
1371,SW 6,6,FRAM2,1,0
1372,SW 6,7,PRSE2,1,0
1373,SW 6,8,ULRU,1,0
1374,SW 6,9,ULRU,4,0
1375,SW 6,10,ULRU,1,0
1376,SW 6,11,ROPS,2,0
1377,SW 6,12,QUMO4,3,0
1378,SW 6,13,EUAL13,2,0
1379,SW 8,1,Dead,1,0
1380,SW 8,2,QUFA,2,0
1381,SW 8,3,QUFA,3,0
1382,SW 8,4,QUFA,4,0
1383,SW 8,5,QUFA,3,0
1384,SW 8,6,LITU,1,0
1385,SW 8,7,LITU,1,0
1386,SW 8,8,ROPS,4,0
1387,SW 9,1,QUAL,0,0
1388,SW 9,2,QUAL,1,0
1389,SW 9,3,QUFA,0,0
1390,SW 9,4,ULAM,4,1
1391,SW 9,5,ULAM,4,1
1392,SW 9,6,ROPS,1,0
325,W 1,1,ACSA2,3,0
326,W 1,2,ACSA2,2,0
327,W 1,3,ACPL,2,0
328,W 1,4,Dead,4,0
329,W 1,5,MOAL,2,0
330,W 1,6,FRAM2,2,0
331,W 1,7,ULRU,4,1
332,W 2,1,QUPH,2,0
333,W 2,2,QUPH,1,0
334,W 2,3,QUPH,1,0
335,W 2,4,QUPH,2,0
336,W 2,5,QUPH,0,0
337,W 2,6,ULRU,2,0
338,W 2,7,ULRU,0,0
339,W 2,8,FRAM2,0,0
340,W 2,9,Dead,1,0
341,W 2,10,ACSA2,1,0
342,W 3,1,ULRU,2,0
343,W 3,2,ULRU,2,0
344,W 3,3,ULRU,1,0
345,W 3,4,ULRU,0,0
346,W 3,5,ULRU,0,0
347,W 3,6,ULRU,4,0
348,W 3,7,ULRU,1,0
349,W 3,8,FRAM2,0,0
350,W 3,9,FRAM2,2,0
351,W 3,10,CASP8,0,0
352,W 3,11,QUPH,0,0
353,W 4,1,ACSA2,2,0
354,W 4,2,NYSY,1,0
355,W 4,3,ULRU,4,0
356,W 4,4,FRAM2,3,1
357,W 4,5,FRAM2,4,0
358,W 4,6,FRAM2,1,0
359,W 4,7,FRAM2,0,0
360,W 4,8,FRAM2,0,0
361,W 4,9,MOAL,4,1
362,W 4,10,MOAL,3,0
2868,WG 2,1,TAXUS,3,1
2869,WG 2,2,ROPS,3,0
2870,WG 2,3,QUAL,5,0
2871,WG 2,4,QUMO4,2,0
2872,WG 2,5,QUMO4,5,0
2873,WG 2,6,PIAB,4,0
2874,WG 2,7,QUFA,1,0
2864,WG 3,1,Dead,3,0
2865,WG 3,2,Dead,4,1
2866,WG 3,3,Dead,5,0
2867,WG 3,4,Dead,5,0
2863,WG 4,1,QUAL,4,0
2857,WG 5,1,Dead,5,0
2858,WG 5,2,Dead,5,0
2859,WG 5,3,GLTR,5,0
2860,WG 5,4,ACNE2,4,0
2861,WG 5,5,QUMO4,3,0
2862,WG 5,6,QUMO4,3,0
5077,,0,,,0
